ID-ES,TERM-ES,,ID,TERM,Qualifier,,FINAL DEFINITION,BIBLIOGRAPHY,SYNONYMS,Observations,"OTRAS OBSERV
"
315,Ligamento por urdimbre,,315,Warp-faced Weave,,,"A term that defines the weave or textile in which the warp predominates on one or on both sides. This term could be used to qualify or specify the basic binding systems as warp-faced tabby, warp-faced twill or warp-faced satin.","CIETA. Vocabulary of technical terms of fabrics (English, French, Italian, Spanish). Lyon: Centre  International d’Etude des Textiles Anciens, 1964;  Burnham, Dorothy. Warp and Weft. A Textile Terminology. Royal Ontario Museum, 1980.",,,
318,Ligamento,,318,Weave,weave,,n. Every particular style or manner of interlacing threads passing in one directionwith others giving them a concrete angle. Some defined rules set the interlaces of warp and weft to produce parts or entire different textiles.,"CIETA. Vocabulary of technical terms of fabrics (English, French, Italian, Spanish). Lyon: Centre  International d’Etude des Textiles Anciens, 1964;  Burnham, Dorothy. Warp and Weft. A Textile Terminology. Royal Ontario Museum, 1980. Stevenson, Angus, ed. Oxford Dictionary of English. 3rd ed. Oxford University Press, 2010.",binding system,,
,,,,,,,,,,,
282,Lisaje,,282,Read in,,,"To tie the lashes on the simple or simples of a drawnloom to punch the cards for a Jacquard loom, acoording to the point paper plan.","CIETA. Vocabulary of technical terms of fabrics (English, French, Italian, Spanish). Lyon: Centre  International d’Etude des Textiles Anciens, 1964.",,,
321,Liso,,321,Plain,,,"A kind of textile non weaved with a consistent and repeated pattern, with no variation. It is opposite to a figured weave.","CIETA. Vocabulary of technical terms of fabrics (English, French, Italian, Spanish). Lyon: Centre  International d’Etude des Textiles Anciens, 1964;  Burnham, Dorothy. Warp and Weft. A Textile Terminology. Royal Ontario Museum, 1980. Stevenson, Angus, ed. Oxford Dictionary of English. 3rd ed. Oxford University Press, 2010.",,,
322,Listado,,322,Striped,,,"adj. A term from Middle Low German or Middle Dutch ""strîpe"". It describes those textiles with paralell lines (a number of strips) of colour or pattern in the warp direction.","Burnham, Dorothy. Warp and Weft. A Textile Terminology. Royal Ontario Museum, 1980.Simpson, John; Weiner, Edmund (eds);  The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
324,Lizo,,324,Shaft,,,"n. A term inherited from Germanic. From the Old English ""sceft"" ""sceaft"" and the Middle English ""scaft"" ""saft"" among others. It refers to a group of heddles fixed side by side to be moved together at the same time. That is, each of a pair of long laths between which the heddles are stretched.","Burnham, Dorothy. Warp and Weft. A Textile Terminology. Royal Ontario Museum, 1980; Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
323,Lizo de alza,,323,Lifting shaft,,,It refers to that shaft which acts exclusively to raise the warp ends.,"Burnham, Dorothy. Warp and Weft. A Textile Terminology. Royal Ontario Museum, 1980.",,,
325,Lizo de rebaten ,,325,Depression shaft,,,It refers to that shaft which acts exclusively to lower the warp ends.,"Burnham, Dorothy. Warp and Weft. A Textile Terminology. Royal Ontario Museum, 1980.",,,
425,Luisina,,425,Louisine,,,"n. A type of extended tabby, whose warps ends move gathered in groups of two or more.","Burnham, Dorothy. Warp and Weft. A Textile Terminology. Royal Ontario Museum, 1980.",,,
326,Luquesa,,326,Lucca,,,"n. A term that refers to a silk fabric made as imitating those which were made in Lucca, Italy. It takes the name from the place it is from.",,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
329,Lustrina de seda,,329,Lustrine,,,"n. From the French ""lustrine"". A type of glossy silk fabric.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
,,,,,,,,,,,
426,Madeja de seda,,426,Silk skein,,,"n. From the Old French ""escaigne"" and the medieval Latin ""scagna"". From the Middle English ""skeyne"" ""skein"" ""skayn"" and ""skaine"" among others. Applied to silk, a quantity of silk yarn or thread wound round and round a winding device of some kind, as a reel. Tha silk yarn that forms the skein could be removed for storage, and later it could be stretched again and wound off for use it.","Burnham, Dorothy. Warp and Weft. A Textile Terminology. Royal Ontario Museum, 1980; Simpson, John; Weiner, Edmund (eds); The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
427,Malla,,427,Leash,,,"n. From the Old French ""lesse"" ""laisse"" and the Latin ""laxa"". From the Middle English ""lece"" ""leesse"" ""lees"" ""le"" ""leace"" ""lease"" among others. It refers to the heddle of a drawloom. It is suspended from the necking cord below the comber board. It consists of two loops of thread wire","CIETA. Vocabulary of technical terms of fabrics (English, French, Italian, Spanish). Lyon: Centre  International d’Etude des Textiles Anciens, 1964;  Burnham, Dorothy. Warp and Weft. A Textile Terminology. Royal Ontario Museum, 1980; Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
428,Mallón,,428,Heddle,,,"n. A term from the Old English ""hęfedl"". It is the loop of the thread through which an end is passed so that it could be raised or lowered to open the shed to allow the passage of the pick.","CIETA. Vocabulary of technical terms of fabrics (English, French, Italian, Spanish). Lyon: Centre  International d’Etude des Textiles Anciens, 1964;  Burnham, Dorothy. Warp and Weft. A Textile Terminology. Royal Ontario Museum, 1980; Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
335,Marabú,,335,Marabou,,,"n. A borrowing from the French ""marabout"". It refers to a kind of very fine, lightweight, white kind of raw silk, made with marabou yarns, which can be dyed without first removing the natural gum and is used in crêpe weaving. Sometimes this term can be used as an attribute to define a fabric.","Burnham, Dorothy. Warp and Weft. A Textile Terminology. Royal Ontario Museum, 1980;  Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]; Tortora, Phyllis, y Ingrid Johnson. The Fairchild Books Dictionary of Textiles, 2015",,,
342,Marca,,342,Marca,,,"n. A term in Spanish that refers to a certain and concrete measure. By extension, those fabrics had a specific width complying with the ordinances.",,,,
,,,,,,,,,,,
429,Marco ,,429,Heddle frame,,,The frame in which the heddle bars are sometimes held.,"Burnham, Dorothy. Warp and Weft. A Textile Terminology. Royal Ontario Museum, 1980.",,,
341,Marlí,,341,Marli,,,"n. A term borrowed from the French ""marly"". It refers to a lightweight kind of French bobbin lace consisting of a fine mesh ground similar to gauze or tulle, sometimes embroidered with small round dots or spots.","Tortora, Phyllis, y Ingrid Johnson. The Fairchild Books Dictionary of Textiles, 2015;  Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",marli lace,,
337,Marquiseta,,337,Marquisette,,,"n. A term borrowed from the French ""marquisette"". It refers to a light leno or doup weave, gauze fabric. It could be made of carded or combed cotton, silk or manufactured fibres.","Segal, William. Encyclopedia of Textiles. New Jersey: Prentice Hall, 1972.; Tortora, Phyllis, y Ingrid Johnson. The Fairchild Books Dictionary of Textiles, 2014; Montgomery, Florence. Textiles in America, 1650-1870. New York: W W Norton & Co Inc, 1984. Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
338,Matizado,,338,Nuance,fabric,,n. Any cloth that is made with a nuance technique.,"Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
476,Matizado,,476,Nuance,technique,,"n. A term that is borrowed from the French ""nuance"". It describes the technique of giving a subtle shade of a basic colour; a slight difference or variation in shade or tone.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press; Oxford; New York : Oxford University Press, 1989. [www.oed.com]",,,
340,Media seda,,340,Half silk,,,Hard silk means a silk fabric in which the warp or filling is composed of a different fibre than silk. ,"Tortora, Phyllis, y Ingrid Johnson. The Fairchild Books Dictionary of Textiles, 2014; Wilson, Janet. Classic and Modern Fabrics: The Complete Illustrated Sourcebook. London: Thames & Hudson Ltd, 2010.",,,
430,Mejicana,,430,Mexicaine,,,"n. A term from Spanish roots and used as a specialized French term. It is a type of figured ""pékin"" patterned by the floats of one or more flushing warps. When the pattern does not require them, the flushing warp ends float on the reverse.","Burnham, Dorothy. Warp and Weft. A Textile Terminology. Royal Ontario Museum, 1980.",,,
344,Menador,,344,Menador,,,"A term in Spanish which refers to the person who winds the silk on the spinning wheel, the reel.",,,,
345,Menar,,345,Menar,,,A term in Spanish that refers to the action of winding the silk on the spinning wheel.,,,,
348,Molinar,,348,Throw,,,v. A term inherited from the Germanic. The action of twist silk filaments yarns.,"Burnham, Dorothy. Warp and Weft. A Textile Terminology. Royal Ontario Museum, 1980; Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
431,Montura,,431,Monture,,,"n. A borrowing from the French ""monture"". On a drawnloom, the loom mounting, that is, the sum of the leashes and the cords that control them, together with the shafts.","Burnham, Dorothy. Warp and Weft. A Textile Terminology. Royal Ontario Museum, 1980.",,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
346,Muaré,,346,Moiré,technique,,"n. From the French ""moire"", borrowed to English. It defines the technique by which certain ribbed fabrics of cotton, acetate, rayon, silk and some other manufactured fibre fabrics are subjected to heat and pressure with engraved rollers that press the design into the fabric. The difference in reflection of the light from the uncrushed and crushed parts of the design result in the moiré effect.","Burnham, Dorothy. Warp and Weft. A Textile Terminology. Royal Ontario Museum, 1980;  Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]; Tortora, Phyllis, y Ingrid Johnson. The Fairchild Books Dictionary of Textiles, 2015.","watered, watering, watermaking",,
347,Muaré,,347,Moiré,fabric,,"n. From the French ""moire"", borrowed to English. It refers to those fabrics in which a ripple or watered finishing process has been produced by pressing or applying heat to flatten parts of the ribs and leave the rest in relief, in order to make them reflect the light differently.","Burnham, Dorothy. Warp and Weft. A Textile Terminology. Royal Ontario Museum, 1980; Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford: Clarendon Press; Oxford; New York : Oxford University Press, 1989. [www.oed.com]; Tortora, Phyllis, y Ingrid Johnson. The Fairchild Books Dictionary of Textiles, 2015.",watered,,
354,Musco ,,354,Muska,,,"n. From the Persian ""muska"". A dark brown colour.","Roberts A., Edward. A Comprehensive Etymological Dictionary of the Spanish Language with Families of Words Based on Indo-European Roots. Bloomington: Xlibris, 2014.",,,
355,Muselina,,355,Muslin,,,"n. A term borrowed from the French ""mousseline"". From previous forms as ""mossuline"" ""muscelin"" ""muslina"" ""muzlin"". It refers to the various lightweight cotton, cotton blend or silk fabrics in a plain weave, from the most lightweight sheers to the heavyweight sheetings. Its origins are in the city of Mosul, antique Mesopotamia, now Iraq. Most common uses are underwear, linings, shirtings, sheets, pillow cases or furniture coverings. ","Segal, William. Encyclopedia of Textiles. New Jersey: Prentice Hall, 1972;  The American Silk Journal. A Dictionary of Silk Terms. New York: Clifford & Lawton, 1915; Tortora, Phyllis, y Ingrid Johnson. The Fairchild Books Dictionary of Textiles, 2014. Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
,,,,,,,,,,,
357,Orillo,,357,Selvage,,,"n. Formed from ""self"" as pronoun or adjective or adverb plus the noun ""edge"". Selvage refers to the edge of a fabric finished in such a manner as to prevent the ravelling out of the weft, that is, the longitudinal edge of the textile closed by weft loops. Sometimes the weft loops are distinguished from the rest of the fabric by warp ends differing from those in the body and sometimes by a change in the binding.","Burnham, Dorothy. Warp and Weft. A Textile Terminology. Royal Ontario Museum, 1980; Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",selvedge,,
