ID-ES,TERM-ES,INITIAL DEFINITION,QUALIFIER,FINAL DEFINITION,BiBLIOGRAPHY,SYNONYMS,ASSOCIATED TERMS,FACET,HIERARCHY (PARENT),skos:exactMatch,skos:closeMatch,"
",A MEJORAR EN LA GETTY,,,,,,,,,,
35,Fibra artificial,,,"Grupo de fibras cuyo origen puede fijarse a finales del XIX con la producción de los primeros hilos de fibra artificial, cuya materia base es la nitrocelulosa."," Casa Aruta, Francisco. Diccionario de la industria textil. Barcelona: Labor, 1969; Galcerán Escobet, Vicente. Tecnología del tejido, Tomo segundo: análisis de tejidos y técnica de su fabricación. Tarrasa: Editograf Pina, 1961; Castany Saládrigas, Francisco. Análisis de tejidos. Reconocimiento y análisis de fibras textiles, hilos y tejidos. Barcelona: Gustavo Gil S.A., 1944.
",," 529, 267",http://vocab.getty.edu/aat/300264091,209,,"http://vocab.getty.edu/aat/300014058
 ",,,,,,,,,,,,35--Fibra artificial--
214,Fibra vegetal ,"La proveniente de diversos tipos de plantas y por lo tanto de alto contenido celulósico. Para su obtención se pueden utilizar bien las semillas, los tallos o las hojas de las plantas. Los hilos más primitivos se obtuvieron precisamente con el hilado de fibras de origen vegetal. Las más características son el algodón que se obtiene de la semilla de la planta del mismo nombre y el lino y el cáñamo, que se obtienen de los tallos de sus respectivas plantas, pero existen muchas otras fibras de carácter vegetal, pudiendo mencionarse entre otras provenientes de semillas, el coco, el maíz y el kapoc; extraídas del tallo, destacan el ramio y el yute y con origen en las hojas, el sisal y el abacá o cáñamo de Manila. En líneas generales con las fibras vegetales se pueden producir hilos con los que elaborar textiles ligeros al tiempo que resistentes.",,"La proveniente de diversos tipos de plantas y por lo tanto de alto contenido celulósico. Para su obtención se pueden utilizar bien las semillas, los tallos o las hojas de las plantas. Las más características son: el algodón que se obtiene de la semilla de la planta del mismo nombre, el lino y el cáñamo, que se obtienen de los tallos de sus respectivas plantas. Pero existen muchas otras fibras de carácter vegetal, pudiendo mencionarse entre otras provenientes de semillas, el coco, el maíz y el kapoc; extraídas del tallo destacan el ramio y el yute; y con origen en las hojas, el sisal y el abacá o cáñamo de Manila. En líneas generales, con las fibras vegetales se pueden producir hilos con los que elaborar textiles ligeros al tiempo que resistentes.","Cervera i Caminal, Anna, Mumbrú i Laporta,Josep, Pont i Puntigam, M. Rosa,  Taló i Rovira, Joan. Diccionari de la indústria tèxtil. Català, Castellà, Francés, Anglés i Alemany. Barcelona: Universitat Politècnica de Catalunya: Servei de llengües i terminologia de la UPC, s. f.; Benito, Pilar. Paraísos de seda. Tejidos y bordados de las casas del Príncipe en los Reales Sitios de El Pardo y El Escorial. València: Universitat de València, 2015; 
Gürtler, Max, and W. Kind. La Industria Textil. Barcelona: Editorial Labor, S.A., 1930.","fibra celulósica, fibras vegetales","488, 617, 267","http://vocab.getty.edu/aat/300264091, http://data.silknow.org/vocabulary/facet/vegetal_fibres",213,,http://vocab.getty.edu/aat/300014031,,,,,,,,,,,,"214--Fibra vegetal --La proveniente de diversos tipos de plantas y por lo tanto de alto contenido celulósico. Para su obtención se pueden utilizar bien las semillas, los tallos o las hojas de las plantas. Los hilos más primitivos se obtuvieron precisamente con el hilado de fibras de origen vegetal. Las más características son el algodón que se obtiene de la semilla de la planta del mismo nombre y el lino y el cáñamo, que se obtienen de los tallos de sus respectivas plantas, pero existen muchas otras fibras de carácter vegetal, pudiendo mencionarse entre otras provenientes de semillas, el coco, el maíz y el kapoc; extraídas del tallo, destacan el ramio y el yute y con origen en las hojas, el sisal y el abacá o cáñamo de Manila. En líneas generales con las fibras vegetales se pueden producir hilos con los que elaborar textiles ligeros al tiempo que resistentes."
24,Fibroína,Materia constitutiva principalmente de hilo de seda. Representa un 75% del peso de la seda cruda. Cada uno de los filamentos que forman la hebra de la seda unidos por la sericina,,"Del ingl. fibroin, de fibro- 'fibra' e -in '-ina'. Materia elástica y muy resistente que es el componente principal del hilo de seda. Representa un 75% del peso de la seda cruda. Esta materia después constituirá cada uno de los filamentos que forman la hebra de la seda unidos por la sericina.","CIETA. vocabulario Técnico Tejidos Español, francés, inglés, italiano. Lyon: Centre  International d’Etude des Textiles Anciens, 1963; «Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/; Casa Aruta, Francisco. Diccionario de la industria textil. Barcelona: Labor, 1969",,,http://vocab.getty.edu/aat/300264091,http://vocab.getty.edu/aat/300206575,,http://vocab.getty.edu/aat/300192961,,,,,,,,,,,,
216,Filadiz,Seda obtenida de los capullos rotos y por lo tanto fibra de hebra discontinua y que por lo tanto debe obligatoriamente ser hilada en una rueca.,,De filar. Seda obtenida de los capullos rotos y por lo tanto fibra de hebra discontinua y que por lo tanto debe obligatoriamente ser hilada en una rueca.,"Benito, Pilar. Paraísos de seda. Tejidos y bordados de las casas del Príncipe en los Reales Sitios de El Pardo y El Escorial. València: Universitat de València, 2015; Dávila Corona, Rosa, Duran i Pujol, Montserrat, y García Fernández, Máximo. Diccionario histórico de telas y tejidos castellano-catalán. Salamanca: Junta de Castilla y León, 2004; «Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/; CIETA. vocabulario Técnico Tejidos Español, francés, inglés, italiano. Lyon: Centre  International d’Etude des Textiles Anciens, 1963","filadís, esfiladiz
","112, 133,  228, 266, 298, 542, 543, 544, 545,  547, 555, 604, 14, 542",http://vocab.getty.edu/aat/300264091,368,,,,,,,,,,,,,,216--Filadiz--Seda obtenida de los capullos rotos y por lo tanto fibra de hebra discontinua y que por lo tanto debe obligatoriamente ser hilada en una rueca.
217,Fleco,"1. Adorno compuesto de una serie de hilos o cordoncillos colgantes de una tira de tela o de pasamanería
",,"De flueco, y este del lat. floccus. Adorno compuesto de una serie de hilos o cordoncillos colgantes de una tira de tela o de pasamanería.","«Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/; «Diccionario de Autoridades(1726-1739)». Accedido 20 de noviembre de 2018. http://web.frl.es/DA.html; Castany Saládrigas, Francisco. Diccionario de tejidos. Etimología, origen, arte, historia y fabricación de los más importantes tejidos clásicos y modernos. Gustavo Gil S.A., 1949; «Art & Architecture Thesaurus (Getty Research Institute)». Accedido 20 de noviembre de 2018. http://www.getty.edu/research/tools/vocabularies/aat/.",flueco,,http://vocab.getty.edu/aat/300264092,87,,http://vocab.getty.edu/aat/300227830,,,,,,,,,,,,"217--Fleco--1. Adorno compuesto de una serie de hilos o cordoncillos colgantes de una tira de tela o de pasamanería
"
218,Flocadura,"Guarnición de una vánova, tapete u otro cualquiera, cuando está hecha con varios flecos superpuestos. Decoración hecha de flecos",,"Del lat. floccus 'fleco'. Guarnición de una vánova, tapete u otro cualquiera, cuando está hecha con varios flecos superpuestos. Decoración hecha de flecos.","«Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/; Castany Saládrigas, Francisco. Diccionario de tejidos. Etimología, origen, arte, historia y fabricación de los más importantes tejidos clásicos y modernos. Gustavo Gil S.A., 1949; ",,537,http://vocab.getty.edu/aat/300264092,87,,,,,,,,,,,,,,"218--Flocadura--Guarnición de una vánova, tapete u otro cualquiera, cuando está hecha con varios flecos superpuestos. Decoración hecha de flecos"
220,Florentina,"Tejido de seda muy fino originario y característico de la ciudad italiana de Florencia, normalmente tejido en raso de color blanco labrado y muy imitado por los talleres de tejeduría de Francia. Anteriores a las florentinas de seda, se tejieron florentinas de lana.",,"Del lat. Florentīnus. Tejido de seda muy fino originario y característico de la ciudad italiana de Florencia, normalmente tejido en raso de color blanco labrado y muy imitado por los talleres de tejeduría de Francia. Se empleaba para hacer prendas de vestir exteriores, muy consumidos en el siglo XVIII.","Dávila Corona, Rosa, Duran i Pujol, Montserrat, y García Fernández, Máximo. Diccionario histórico de telas y tejidos castellano-catalán. Salamanca: Junta de Castilla y León, 2004; Boy, Jaime. Diccionario teórico, práctico, histórico y geográfico de comercio Vol. I-II-III-IV de la Junta de Comercio de Barcelona. Barcelona: Imprenta Valentín Torrás, 1840; Castany Saládrigas, Francisco. Diccionario de tejidos. Etimología, origen, arte, historia y fabricación de los más importantes tejidos clásicos y modernos. Gustavo Gil S.A., 1949.",marcelina," 237, 644, 604",http://vocab.getty.edu/aat/300264090,513,,,,,,,,,,,,,,"220--Florentina--Tejido de seda muy fino originario y característico de la ciudad italiana de Florencia, normalmente tejido en raso de color blanco labrado y muy imitado por los talleres de tejeduría de Francia. Anteriores a las florentinas de seda, se tejieron florentinas de lana."
221,Fondo,Ligamento que sirve de base a bastas de urdimbre o de trama,ligamento,Ligamento que sirve de base a bastas de urdimbre o de trama.,"CIETA. vocabulario Técnico Tejidos Español, francés, inglés, italiano. Lyon: Centre  International d’Etude des Textiles Anciens, 1963; Burnham, Dorothy. Warp and Weft. A Textile Terminology. Royal Ontario Museum, 1980;  Casa Aruta, Francisco. Diccionario de la industria textil. Barcelona: Labor, 1969
",ligamento base,390,http://vocab.getty.edu/aat/300264090,318,,,,,,,,,,,,,,221--Fondo--Ligamento que sirve de base a bastas de urdimbre o de trama
223,Fondo,"En las telas, el campo sobre el que están tejidas, bordadas o pintadas las labores que la decoran y embellecen",atributo,"Del lat. fundus. En las telas, el campo sobre el que están tejidas, bordadas o pintadas las labores que la decoran y embellecen.","«Diccionario de Autoridades(1726-1739)». Accedido 20 de noviembre de 2018. http://web.frl.es/DA.html; «Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/; CIETA. vocabulario Técnico Tejidos Español, francés, inglés, italiano. Lyon: Centre  International d’Etude des Textiles Anciens, 1963; Casa Aruta, Francisco. Diccionario de la industria textil. Barcelona: Labor, 1969",,,http://vocab.getty.edu/aat/300264087,643,,,,,,,,,,,,,,"223--Fondo--En las telas, el campo sobre el que están tejidas, bordadas o pintadas las labores que la decoran y embellecen"
224,Frisado,Tejido de seda cuyo pelo se cardaba formando pequeñas borlas. ,,De frisar. Tejido de seda cuyo pelo se cardaba formando pequeñas borlas.,"Benito, Pilar. Paraísos de seda. Tejidos y bordados de las casas del Príncipe en los Reales Sitios de El Pardo y El Escorial. València: Universitat de València, 2015; Castany Saládrigas, Francisco. Diccionario de tejidos. Etimología, origen, arte, historia y fabricación de los más importantes tejidos clásicos y modernos. Gustavo Gil S.A., 1949; Dávila Corona, Rosa, Duran i Pujol, Montserrat, y García Fernández, Máximo. Diccionario histórico de telas y tejidos castellano-catalán. Salamanca: Junta de Castilla y León, 2004; «Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/;",terciopelo frisado,226,http://vocab.getty.edu/aat/300264090,827,,,,,,,,,,,,,,224--Frisado--Tejido de seda cuyo pelo se cardaba formando pequeñas borlas. 
226,Frisar,"Operación consistente en rizar los pelos de los tejidos con pelo, por medio de la humedad y el calor.",,"De frisa. Operación consistente en rizar los pelos de los tejidos con pelo, por medio de la humedad y el calor.","Benito, Pilar. Paraísos de seda. Tejidos y bordados de las casas del Príncipe en los Reales Sitios de El Pardo y El Escorial. València: Universitat de València, 2015; «Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/; Dávila Corona, Rosa, Duran i Pujol, Montserrat, y García Fernández, Máximo. Diccionario histórico de telas y tejidos castellano-catalán. Salamanca: Junta de Castilla y León, 2004.",,"224, 379",http://vocab.getty.edu/aat/300264090,670,,,,,,,,,,,,,,"226--Frisar--Operación consistente en rizar los pelos de los tejidos con pelo, por medio de la humedad y el calor."
228,Gabardina de seda,"Son gabardinas de seda con las mezclas de filadiz y estambre, tejidos utilizados para abrigos ligeros. La urdimbre es de filadiz con torsión muy fuerte o granadina.",,"Cruce de gabán y tabardina, der. de tabardo. Tela asargada que se identifica fácilmente su trama en cruzadillo o diagonal. Las gabardinas de seda, con las mezclas de filadiz y estambre, son tejidos utilizados para abrigos ligeros. La urdimbre es de filadiz con torsión muy fuerte o granadina.","Castany Saládrigas, Francisco. Diccionario de tejidos. Etimología, origen, arte, historia y fabricación de los más importantes tejidos clásicos y modernos. Gustavo Gil S.A., 1949; Casa Aruta, Francisco. Diccionario de la industria textil. Barcelona: Labor, 1969; Bandrés Oto, Maribel. El vestido y la moda. Larousse, 1998.",,"216, 249","http://vocab.getty.edu/aat/300264090, http://data.silknow.org/vocabulary/facet/twill",238,,,,,,,,,,,,,,"228--Gabardina de seda--Son gabardinas de seda con las mezclas de filadiz y estambre, tejidos utilizados para abrigos ligeros. La urdimbre es de filadiz con torsión muy fuerte o granadina."
